Connecting to host server, port 5201
[  5] local 10.1.3.2 port 58932 connected to 10.1.9.2 port 5201
[  5] 590.00-591.00 sec  5.70 MBytes  47.8 Mbits/sec    0   3.01 MBytes       
[  5] 591.00-592.00 sec  5.70 MBytes  47.8 Mbits/sec    0   3.01 MBytes       
[  5] 592.00-593.00 sec  5.33 MBytes  44.7 Mbits/sec    1   2.81 MBytes       
[  5] 593.00-594.00 sec  6.03 MBytes  50.6 Mbits/sec    0   2.14 MBytes       
[  5] 594.00-595.00 sec  5.57 MBytes  46.8 Mbits/sec    0   2.25 MBytes       
[  5] 595.00-596.00 sec  5.70 MBytes  47.8 Mbits/sec    0   2.35 MBytes       
[  5] 596.00-597.00 sec  5.70 MBytes  47.8 Mbits/sec    0   2.42 MBytes       
[  5] 597.00-598.00 sec  5.70 MBytes  47.8 Mbits/sec    0   2.48 MBytes       
[  5] 598.00-599.00 sec  5.70 MBytes  47.8 Mbits/sec    0   2.52 MBytes       
[  5] 599.00-600.00 sec  5.64 MBytes  47.3 Mbits/sec    0   2.54 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  5]   0.00-600.00 sec  3.57 GBytes  51.1 Mbits/sec  2337             sender
[  5]   0.00-600.00 sec  3.57 GBytes  51.1 Mbits/sec                  receiver

iperf Done.
